Chemical,Label
NCGC00261169-01,0.004049
NCGC00261730-01,0.150149
NCGC00261624-01,0.027356
NCGC00261641-01,0.013088
NCGC00261853-01,0.500000
NCGC00260911-01,0.002143
NCGC00260798-01,0.268980
NCGC00261384-01,0.343786
NCGC00260785-01,0.440731
NCGC00261597-01,0.003981
NCGC00261025-01,0.034729
NCGC00260789-01,0.189067
NCGC00260866-01,0.500000
NCGC00261189-01,0.003666
NCGC00261270-01,0.500000
NCGC00261611-01,0.027158
NCGC00261160-01,0.492740
NCGC00261085-01,0.004814
NCGC00261817-01,0.249671
NCGC00261866-01,0.364899
NCGC00260852-01,0.500000
NCGC00261290-01,0.500000
NCGC00261304-01,0.022496
NCGC00261704-01,0.500000
NCGC00260850-01,0.095444
NCGC00260972-01,0.013642
NCGC00261364-01,0.056146
NCGC00261392-01,0.213644
NCGC00261638-01,0.500000
NCGC00261820-01,0.087675
NCGC00261808-01,0.323622
NCGC00260790-01,0.092832
NCGC00260940-01,0.500000
NCGC00261081-01,0.043244
NCGC00261133-01,0.500000
NCGC00261399-01,0.449017
NCGC00260696-01,0.500000
NCGC00261903-01,0.500000
NCGC00261178-01,0.004064
NCGC00261568-01,0.500000
NCGC00260830-01,0.010116
NCGC00261113-01,0.383302
NCGC00261327-01,0.029785
NCGC00261602-01,0.500000
NCGC00260858-01,0.500000
NCGC00261071-01,0.012781
NCGC00261076-01,0.036644
NCGC00261192-01,0.010707
NCGC00261495-01,0.000050
NCGC00261577-01,0.117870
NCGC00261510-01,0.019490
NCGC00261679-01,0.500000
NCGC00261941-01,0.500000
NCGC00261343-01,0.022468
NCGC00261607-01,0.095466
NCGC00261782-01,0.236244
NCGC00261914-01,0.014744
NCGC00261475-01,0.500000
NCGC00261764-01,0.500000
NCGC00261802-01,0.398306
NCGC00260795-01,0.218350
NCGC00261352-01,0.500000
NCGC00261009-01,0.500000
NCGC00261944-01,0.500000
NCGC00261166-01,0.488816
NCGC00261332-01,0.500000
NCGC00261333-01,0.322919
NCGC00261260-01,0.470915
NCGC00261915-01,0.434379
NCGC00261682-01,0.500000
NCGC00261049-01,0.039754
NCGC00260910-01,0.027116
NCGC00261272-01,0.500000
NCGC00260708-01,0.002290
NCGC00261390-01,0.001986
NCGC00260948-01,0.001360
NCGC00261840-01,0.000049
NCGC00260881-01,0.002625
NCGC00261153-01,0.004763
NCGC00261406-01,0.001518
NCGC00261053-01,0.007849
NCGC00261129-01,0.005220
NCGC00261381-01,0.133148
NCGC00261426-01,0.500000
NCGC00260979-01,0.064452
NCGC00260993-01,0.010550
NCGC00261108-01,0.029406
NCGC00261441-01,0.001243
NCGC00261877-01,0.500000
NCGC00260815-01,0.075536
NCGC00261542-01,0.369758
NCGC00261958-01,0.005112
NCGC00261787-01,0.046157
NCGC00261065-01,0.448634
NCGC00261804-01,0.500000
NCGC00260875-01,0.070884
NCGC00261451-01,0.100713
NCGC00261739-01,0.005858
NCGC00261382-01,0.005078
NCGC00261663-01,0.000024
NCGC00260892-01,0.007610
NCGC00261297-01,0.500000
NCGC00261321-01,0.500000
NCGC00261446-01,0.500000
NCGC00261474-01,0.500000
NCGC00260834-01,0.000148
NCGC00260840-01,0.000277
NCGC00260947-01,0.382174
NCGC00261080-01,0.000000
NCGC00261563-01,0.000914
NCGC00261873-01,0.001284
NCGC00260803-01,0.500000
NCGC00260833-01,0.249630
NCGC00261008-01,0.003157
NCGC00261155-01,0.030426
NCGC00261643-01,0.002812
NCGC00261037-01,0.117292
NCGC00261126-01,0.500000
NCGC00260871-01,0.500000
NCGC00260713-01,0.024142
NCGC00261487-01,0.000067
NCGC00261545-01,0.013589
NCGC00261480-01,0.231845
NCGC00261838-01,0.049139
NCGC00261627-01,0.001017
NCGC00261639-01,0.000960
NCGC00261177-01,0.005043
NCGC00260692-01,0.004836
NCGC00260775-01,0.001835
NCGC00260876-01,0.000635
NCGC00261598-01,0.003007
NCGC00260707-01,0.001557
NCGC00261554-01,0.500000
NCGC00261713-01,0.500000
NCGC00261737-01,0.500000
NCGC00261882-01,0.267038
NCGC00261933-01,0.002179
NCGC00261201-01,0.006075
NCGC00261398-01,0.000003
NCGC00261601-01,0.000002
NCGC00261003-01,0.000035
NCGC00261019-01,0.004133
NCGC00261519-01,0.003869
NCGC00261732-01,0.005918
NCGC00261718-01,0.013659
NCGC00260743-01,0.009482
NCGC00260751-01,0.000132
NCGC00260867-01,0.005219
NCGC00260982-01,0.006833
NCGC00261176-01,0.028601
NCGC00261289-01,0.018657
NCGC00261440-01,0.010363
NCGC00261657-01,0.003019
NCGC00260822-01,0.032253
NCGC00261142-01,0.001651
NCGC00261582-01,0.000248
NCGC00261825-01,0.500000
NCGC00261833-01,0.153438
NCGC00261835-01,0.276229
NCGC00261860-01,0.013165
NCGC00261906-01,0.050434
NCGC00261916-01,0.500000
NCGC00261939-01,0.080696
NCGC00261869-01,0.051008
NCGC00261163-01,0.001125
NCGC00261653-01,0.000187
NCGC00261248-01,0.048859
NCGC00260770-01,0.015493
NCGC00261013-01,0.389291
NCGC00261910-01,0.057939
NCGC00261686-01,0.000227
NCGC00261147-01,0.000356
NCGC00261578-01,0.000186
NCGC00261336-01,0.002434
NCGC00261593-01,0.034150
NCGC00260821-01,0.000306
NCGC00261007-01,0.000481
NCGC00261246-01,0.004404
NCGC00261949-01,0.000444
NCGC00260890-01,0.190802
NCGC00261294-01,0.056096
NCGC00261330-01,0.118798
NCGC00261470-01,0.363398
NCGC00260691-01,0.000573
NCGC00261693-01,0.024995
NCGC00261293-01,0.000068
NCGC00261018-01,0.001077
NCGC00261075-01,0.004750
NCGC00261150-01,0.026097
NCGC00261767-01,0.020499
NCGC00261824-01,0.051687
NCGC00261146-01,0.029420
NCGC00260817-01,0.003645
NCGC00261161-01,0.384750
NCGC00260728-01,0.136798
NCGC00261286-01,0.500000
NCGC00261254-01,0.004309
NCGC00261261-01,0.069206
NCGC00261691-01,0.007624
NCGC00261921-01,0.003365
NCGC00260962-01,0.030055
NCGC00261028-01,0.500000
NCGC00261349-01,0.068006
NCGC00261583-01,0.500000
NCGC00261672-01,0.298390
NCGC00261620-01,0.500000
NCGC00261141-01,0.049355
NCGC00261752-01,0.161543
NCGC00261828-01,0.500000
NCGC00261913-01,0.005494
NCGC00261473-01,0.236846
NCGC00356953-01,0.041975
NCGC00357009-01,0.008555
NCGC00357188-01,0.148844
NCGC00357201-01,0.254416
NCGC00357189-01,0.001209
NCGC00357163-01,0.019304
NCGC00357001-01,0.000779
NCGC00357030-01,0.001386
NCGC00357123-01,0.000014
NCGC00357004-01,0.046475
NCGC00357103-01,0.000309
NCGC00357289-01,0.500000
NCGC00357082-01,0.500000
NCGC00356999-01,0.055011
NCGC00357116-01,0.029216
NCGC00357010-01,0.024583
NCGC00357171-01,0.000315
NCGC00356964-01,0.012016
NCGC00356995-01,0.001142
NCGC00357062-01,0.500000
NCGC00357205-01,0.375468
NCGC00357185-01,0.206639
NCGC00357028-01,0.500000
NCGC00357064-01,0.022442
NCGC00357196-01,0.094683
NCGC00357271-01,0.500000
NCGC00357198-01,0.000013
NCGC00357079-01,0.000056
NCGC00356984-01,0.007119
NCGC00357080-01,0.055549
NCGC00357173-01,0.000905
NCGC00357277-01,0.008032
NCGC00357240-01,0.000170
NCGC00357145-01,0.008139
NCGC00357157-01,0.007337
NCGC00357160-01,0.000075
NCGC00357107-01,0.000012
NCGC00357106-01,0.000095
NCGC00357047-01,0.000094
NCGC00357174-01,0.000106
NCGC00357090-01,0.000090
NCGC00357204-01,0.004345
NCGC00357214-01,0.010951
NCGC00357124-01,0.027662
NCGC00356983-01,0.015792
NCGC00357092-01,0.003799
NCGC00357042-01,0.003174
NCGC00357036-01,0.000028
NCGC00357089-01,0.001806
NCGC00357170-01,0.000119
NCGC00357132-01,0.005985
NCGC00357265-01,0.002736
NCGC00357260-01,0.003084
NCGC00357023-01,0.001223
NCGC00357114-01,0.131342
NCGC00357033-01,0.001417
NCGC00357120-01,0.002839
NCGC00356963-01,0.000978
NCGC00357055-01,0.500000
NCGC00357139-01,0.008425
NCGC00357026-01,0.031378
NCGC00357242-01,0.359014
NCGC00357161-01,0.093880
NCGC00357279-01,0.001157
NCGC00357288-01,0.138219
NCGC00356973-01,0.003706
NCGC00357143-01,0.003390
NCGC00357182-01,0.003097
NCGC00356971-01,0.000144
NCGC00357084-01,0.000076
NCGC00357112-01,0.000551
NCGC00356962-01,0.016020
NCGC00356993-01,0.026063
NCGC00357284-01,0.119672
NCGC00357046-01,0.023628
NCGC00357000-01,0.272310
NCGC00357012-01,0.212568
NCGC00356939-01,0.069580
NCGC00356955-01,0.000678
NCGC00357262-01,0.001998
NCGC00356991-01,0.067035
NCGC00357203-01,0.016737
NCGC00357049-01,0.005705
NCGC00357164-01,0.000037
NCGC00357073-01,0.005234
NCGC00357043-01,0.000384
NCGC00357269-01,0.000996
NCGC00357266-01,0.009184
NCGC00357076-01,0.000324
NCGC00357153-01,0.420957
NCGC00357138-01,0.000345
NCGC00357071-01,0.000138
NCGC00357274-01,0.001440
NCGC00356981-01,0.026064
NCGC00357278-01,0.005398
NCGC00357113-01,0.038940
NCGC00357218-01,0.099402
NCGC00357048-01,0.001383
NCGC00357162-01,0.000505
NCGC00356941-01,0.001763
NCGC00357184-01,0.001073
NCGC00357238-01,0.108657
NCGC00357220-01,0.080515
NCGC00357252-01,0.011532
NCGC00357159-01,0.002281
NCGC00356947-01,0.002083
NCGC00357063-01,0.001913
NCGC00356982-01,0.002629
NCGC00357219-01,0.010304
NCGC00357037-01,0.005964
NCGC00356975-01,0.002495
NCGC00357169-01,0.047084
NCGC00357022-01,0.048495
NCGC00357165-01,0.001114
NCGC00357122-01,0.500000
NCGC00357212-01,0.233386
NCGC00357263-01,0.092028
NCGC00357052-01,0.043557
NCGC00356952-01,0.500000
NCGC00357225-01,0.031696
NCGC00356944-01,0.000271
NCGC00357053-01,0.073673
NCGC00357202-01,0.023705
NCGC00357013-01,0.500000
NCGC00357131-01,0.017909
NCGC00357127-01,0.091369
NCGC00357147-01,0.057220
NCGC00357267-01,0.000088
NCGC00356979-01,0.010275
NCGC00357179-01,0.057323
NCGC00356945-01,0.000511
NCGC00357068-01,0.032596
NCGC00357002-01,0.023498
NCGC00356974-01,0.001123
NCGC00357109-01,0.500000
NCGC00356988-01,0.500000
NCGC00357117-01,0.500000
NCGC00357239-01,0.000373
NCGC00356961-01,0.038798
NCGC00356966-01,0.034961
NCGC00356996-01,0.000626
NCGC00356950-01,0.153314
NCGC00356969-01,0.008483
NCGC00357050-01,0.000028
NCGC00357258-01,0.043487
NCGC00357186-01,0.001215
NCGC00357115-01,0.000139
NCGC00356940-01,0.056013
NCGC00357130-01,0.000836
NCGC00356959-01,0.002184
NCGC00356985-01,0.000076
NCGC00357125-01,0.000888
NCGC00357270-01,0.002808
NCGC00357031-01,0.000550
NCGC00357137-01,0.000274
NCGC00357102-01,0.002874
NCGC00357228-01,0.257907
NCGC00356965-01,0.500000
NCGC00357151-01,0.063290
NCGC00357280-01,0.500000
NCGC00357097-01,0.363427
NCGC00357272-01,0.000182
NCGC00357229-01,0.008403
NCGC00357200-01,0.003447
NCGC00357273-01,0.238097
NCGC00357088-01,0.000281
NCGC00357101-01,0.000588
NCGC00357287-01,0.009233
NCGC00357253-01,0.000940
NCGC00357177-01,0.001327
NCGC00357152-01,0.003107
NCGC00357140-01,0.500000
NCGC00357086-01,0.000505
NCGC00357150-01,0.000176
NCGC00357040-01,0.000390
NCGC00357172-01,0.003482
NCGC00357135-01,0.001090
NCGC00357207-01,0.135845
NCGC00356990-01,0.002492
NCGC00357276-01,0.000505
NCGC00357016-01,0.000046
NCGC00357247-01,0.000818
NCGC00357286-01,0.003425
NCGC00357255-01,0.500000
NCGC00357025-01,0.009703
NCGC00357008-01,0.012717
NCGC00357128-01,0.461574
NCGC00356978-01,0.341516
NCGC00357072-01,0.500000
NCGC00357195-01,0.132857
NCGC00357215-01,0.028984
NCGC00357038-01,0.500000
NCGC00357208-01,0.004356
NCGC00357099-01,0.001342
NCGC00357007-01,0.039156
NCGC00356989-01,0.500000
NCGC00357246-01,0.238106
NCGC00357081-01,0.500000
NCGC00357281-01,0.098316
NCGC00357244-01,0.001502
NCGC00357194-01,0.013952
NCGC00357193-01,0.000938
NCGC00357006-01,0.000023
NCGC00357041-01,0.009686
NCGC00357074-01,0.000794
NCGC00357166-01,0.010884
NCGC00357070-01,0.000207
NCGC00357222-01,0.012744
NCGC00357245-01,0.109008
NCGC00357217-01,0.000060
NCGC00357015-01,0.000512
NCGC00357261-01,0.003880
NCGC00357060-01,0.000129
NCGC00357104-01,0.229568
NCGC00357176-01,0.029320
NCGC00357187-01,0.298653
NCGC00357066-01,0.146603
NCGC00357216-01,0.074632
NCGC00357148-01,0.500000
NCGC00357078-01,0.076435
NCGC00357027-01,0.000902
NCGC00357180-01,0.500000
NCGC00356946-01,0.392400
NCGC00356970-01,0.097847
NCGC00357191-01,0.359648
NCGC00357077-01,0.033306
NCGC00357069-01,0.000651
NCGC00356958-01,0.397733
NCGC00357121-01,0.468137
NCGC00357067-01,0.250726
NCGC00357243-01,0.500000
NCGC00357100-01,0.001848
NCGC00356960-01,0.000643
NCGC00357136-01,0.000918
NCGC00357158-01,0.007801
NCGC00357126-01,0.500000
NCGC00357110-01,0.112749
NCGC00357178-01,0.500000
NCGC00357167-01,0.500000
NCGC00357096-01,0.500000
NCGC00357230-01,0.500000
NCGC00357257-01,0.006875
NCGC00356951-01,0.015835
NCGC00357241-01,0.057769
NCGC00357024-01,0.063708
NCGC00357233-01,0.063708
NCGC00357197-01,0.000561
NCGC00357142-01,0.006901
NCGC00357231-01,0.030714
NCGC00357044-01,0.193827
NCGC00357209-01,0.500000
NCGC00357045-01,0.500000
NCGC00357075-01,0.039454
NCGC00356938-01,0.283645
NCGC00357065-01,0.007636
NCGC00357094-01,0.023200
NCGC00357083-01,0.043567
NCGC00357085-01,0.251062
NCGC00357236-01,0.118497
NCGC00357035-01,0.000625
NCGC00357108-01,0.000851
NCGC00357235-01,0.035540
NCGC00357224-01,0.213761
NCGC00357211-01,0.001675
NCGC00357039-01,0.000197
NCGC00357264-01,0.001228
NCGC00357285-01,0.085219
NCGC00357032-01,0.015932
NCGC00357059-01,0.033905
NCGC00357061-01,0.035267
NCGC00357190-01,0.265841
NCGC00356943-01,0.018300
NCGC00357005-01,0.011697
NCGC00357251-01,0.016016
NCGC00356992-01,0.006219
NCGC00357254-01,0.000440
NCGC00357199-01,0.002404
NCGC00356957-01,0.125408
NCGC00356968-01,0.081336
NCGC00357268-01,0.500000
NCGC00357256-01,0.021403
NCGC00357141-01,0.005897
NCGC00357093-01,0.002923
NCGC00357087-01,0.054072
NCGC00357223-01,0.160023
NCGC00357119-01,0.022808
NCGC00357003-01,0.068414
NCGC00357275-01,0.317336
NCGC00357014-01,0.500000
NCGC00357011-01,0.500000
NCGC00356976-01,0.152814
NCGC00357175-01,0.500000
NCGC00357021-01,0.000118
NCGC00357221-01,0.131131
NCGC00356972-01,0.000571
NCGC00357133-01,0.001101
NCGC00357056-01,0.070859
NCGC00356980-01,0.004721
NCGC00357206-01,0.026631
NCGC00357250-01,0.009663
NCGC00356997-01,0.001260
NCGC00356998-01,0.001939
NCGC00357282-01,0.100519
NCGC00356948-01,0.008153
NCGC00357054-01,0.139090
NCGC00356956-01,0.006552
NCGC00356994-01,0.500000
NCGC00357234-01,0.131103
NCGC00357111-01,0.500000
NCGC00357155-01,0.291721
NCGC00357098-01,0.223890
NCGC00357156-01,0.232420
NCGC00357019-01,0.010094
NCGC00357095-01,0.080784
NCGC00357226-01,0.154174
NCGC00357249-01,0.500000
NCGC00357017-01,0.088155
NCGC00357259-01,0.018624
NCGC00357051-01,0.500000
NCGC00356954-01,0.000257
NCGC00357020-01,0.041236
NCGC00357168-01,0.001823
NCGC00357283-01,0.001481
NCGC00357210-01,0.138846
NCGC00357118-01,0.135723
NCGC00357144-01,0.002086
