Chemical,Label
NCGC00261764-01,0.381213
NCGC00261802-01,0.216658
NCGC00260795-01,0.317731
NCGC00261352-01,0.423221
NCGC00261009-01,0.725436
NCGC00261944-01,0.717011
NCGC00261166-01,0.395756
NCGC00261332-01,0.698399
NCGC00261333-01,0.339046
NCGC00261260-01,0.145339
NCGC00261915-01,0.304106
NCGC00261682-01,0.425184
NCGC00261049-01,0.244399
NCGC00260910-01,0.051272
NCGC00261272-01,0.292378
NCGC00260708-01,0.013155
NCGC00261390-01,0.018856
NCGC00260948-01,0.050434
NCGC00261840-01,0.000619
NCGC00260881-01,0.008098
NCGC00261153-01,0.015818
NCGC00261406-01,0.002701
NCGC00261053-01,0.048393
NCGC00261129-01,0.036017
NCGC00261381-01,0.097812
NCGC00261426-01,0.300246
NCGC00260979-01,0.407014
NCGC00260993-01,0.018739
NCGC00261108-01,0.012596
NCGC00261441-01,0.158213
NCGC00261877-01,0.354787
NCGC00260815-01,0.165341
NCGC00261542-01,0.143280
NCGC00261958-01,0.009510
NCGC00261787-01,0.046786
NCGC00261065-01,0.361877
NCGC00261804-01,0.172415
NCGC00260875-01,0.078609
NCGC00261451-01,0.209779
NCGC00261739-01,0.102205
NCGC00261382-01,0.024493
NCGC00261663-01,0.008611
NCGC00260892-01,0.014443
NCGC00261297-01,0.401548
NCGC00261321-01,0.215501
NCGC00261446-01,0.324777
NCGC00261474-01,0.319035
NCGC00260834-01,0.003742
NCGC00260840-01,0.001290
NCGC00260947-01,0.292670
NCGC00261080-01,0.002444
NCGC00261563-01,0.011000
NCGC00261873-01,0.002984
NCGC00260803-01,0.662597
NCGC00260833-01,0.104454
NCGC00261008-01,0.009260
NCGC00261155-01,0.068826
NCGC00261643-01,0.035878
NCGC00261037-01,0.065699
NCGC00261126-01,0.480118
NCGC00260871-01,0.342022
NCGC00260713-01,0.049907
NCGC00261487-01,0.001275
NCGC00261545-01,0.004299
NCGC00261480-01,0.080863
NCGC00261838-01,0.050335
NCGC00261627-01,0.001124
NCGC00261639-01,0.002803
NCGC00261177-01,0.060179
NCGC00260692-01,0.100055
NCGC00260775-01,0.049818
NCGC00260876-01,0.011290
NCGC00261598-01,0.035101
NCGC00260707-01,0.002975
NCGC00261554-01,0.258555
NCGC00261713-01,0.611956
NCGC00261737-01,0.149684
NCGC00261882-01,0.278020
NCGC00261933-01,0.015132
NCGC00261201-01,0.012837
NCGC00261398-01,0.000954
NCGC00261601-01,0.000032
NCGC00261003-01,0.020563
NCGC00261019-01,0.016715
NCGC00261519-01,0.009313
NCGC00261732-01,0.020264
NCGC00261718-01,0.020745
NCGC00260743-01,0.026727
NCGC00260751-01,0.013039
NCGC00260867-01,0.014718
NCGC00260982-01,0.010099
NCGC00261176-01,0.010742
NCGC00261289-01,0.090828
NCGC00261440-01,0.057651
NCGC00261657-01,0.006839
NCGC00260822-01,0.049997
NCGC00261142-01,0.018828
NCGC00261582-01,0.002953
NCGC00261825-01,0.208101
NCGC00261833-01,0.198239
NCGC00261835-01,0.241714
NCGC00261860-01,0.029885
NCGC00261906-01,0.074067
NCGC00261916-01,0.132951
NCGC00261939-01,0.185620
NCGC00261869-01,0.082500
NCGC00261163-01,0.011605
NCGC00261653-01,0.004767
NCGC00261248-01,0.147649
NCGC00260770-01,0.079596
NCGC00261013-01,0.105008
NCGC00261910-01,0.016986
NCGC00261686-01,0.032914
NCGC00261147-01,0.001155
NCGC00261578-01,0.000981
NCGC00261336-01,0.090595
NCGC00261593-01,0.059712
NCGC00260821-01,0.011327
NCGC00261007-01,0.018925
NCGC00261246-01,0.066493
NCGC00261949-01,0.025244
NCGC00260890-01,0.146571
NCGC00261294-01,0.281702
NCGC00261330-01,0.111906
NCGC00261470-01,0.157787
NCGC00260691-01,0.061769
NCGC00261693-01,0.172047
NCGC00261293-01,0.001959
NCGC00261018-01,0.008157
NCGC00261075-01,0.070620
NCGC00261150-01,0.007991
NCGC00261767-01,0.012862
NCGC00261824-01,0.118492
NCGC00261146-01,0.032815
NCGC00260817-01,0.137608
NCGC00261161-01,0.159278
NCGC00260728-01,0.139070
NCGC00261286-01,0.639158
NCGC00261254-01,0.004609
NCGC00261261-01,0.018349
NCGC00261691-01,0.013732
NCGC00261921-01,0.009780
NCGC00260962-01,0.018198
NCGC00261028-01,0.589919
NCGC00261349-01,0.112862
NCGC00261583-01,0.500271
NCGC00261672-01,0.415253
NCGC00261620-01,0.413082
NCGC00261141-01,0.054102
NCGC00261752-01,0.038793
NCGC00261828-01,0.088200
NCGC00261913-01,0.005907
NCGC00261473-01,0.148178
NCGC00356953-01,0.009765
NCGC00357009-01,0.007998
NCGC00357188-01,0.133485
NCGC00357201-01,0.109280
NCGC00357189-01,0.001200
NCGC00357163-01,0.015000
NCGC00357001-01,0.010582
NCGC00357030-01,0.014354
NCGC00357123-01,0.005908
NCGC00357004-01,0.044716
NCGC00357103-01,0.034403
NCGC00357289-01,0.318160
NCGC00357082-01,0.138056
NCGC00356999-01,0.022393
NCGC00357116-01,0.073899
NCGC00357010-01,0.179953
NCGC00357171-01,0.002679
NCGC00356964-01,0.112724
NCGC00356995-01,0.051324
NCGC00357062-01,0.120990
NCGC00357205-01,0.195792
NCGC00357185-01,0.129781
NCGC00357028-01,0.356426
NCGC00357064-01,0.018524
NCGC00357196-01,0.109280
NCGC00357271-01,0.291920
NCGC00357198-01,0.000833
NCGC00357079-01,0.004025
NCGC00356984-01,0.025406
NCGC00357080-01,0.011436
NCGC00357173-01,0.034523
NCGC00357277-01,0.087376
NCGC00357240-01,0.004533
NCGC00357145-01,0.070263
NCGC00357157-01,0.059427
NCGC00357160-01,0.008767
NCGC00357107-01,0.005868
NCGC00357106-01,0.004563
NCGC00357047-01,0.005653
NCGC00357174-01,0.006814
NCGC00357090-01,0.005850
NCGC00357204-01,0.036475
NCGC00357214-01,0.020158
NCGC00357124-01,0.012167
NCGC00356983-01,0.096190
NCGC00357092-01,0.005987
NCGC00357042-01,0.013107
NCGC00357036-01,0.002163
NCGC00357089-01,0.002129
NCGC00357170-01,0.000925
NCGC00357132-01,0.013281
NCGC00357265-01,0.015100
NCGC00357260-01,0.013376
NCGC00357023-01,0.048111
NCGC00357114-01,0.127889
NCGC00357033-01,0.013974
NCGC00357120-01,0.020273
NCGC00356963-01,0.012638
NCGC00357055-01,0.308016
NCGC00357139-01,0.091878
NCGC00357026-01,0.017727
NCGC00357242-01,0.321780
NCGC00357161-01,0.063737
NCGC00357279-01,0.010307
NCGC00357288-01,0.175526
NCGC00356973-01,0.013593
NCGC00357143-01,0.013741
NCGC00357182-01,0.037736
NCGC00356971-01,0.008033
NCGC00357084-01,0.002836
NCGC00357112-01,0.001600
NCGC00356962-01,0.041425
NCGC00356993-01,0.042024
NCGC00357284-01,0.153894
NCGC00357046-01,0.038118
NCGC00357000-01,0.068523
NCGC00357012-01,0.049522
NCGC00356939-01,0.109468
NCGC00356955-01,0.006767
NCGC00357262-01,0.013409
NCGC00356991-01,0.040414
NCGC00357203-01,0.018705
NCGC00357049-01,0.005290
NCGC00357164-01,0.000887
NCGC00357073-01,0.010214
NCGC00357043-01,0.013546
NCGC00357269-01,0.027889
NCGC00357266-01,0.092201
NCGC00357076-01,0.006130
NCGC00357153-01,0.168795
NCGC00357138-01,0.012488
NCGC00357071-01,0.009539
NCGC00357274-01,0.017830
NCGC00356981-01,0.069259
NCGC00357278-01,0.014514
NCGC00357113-01,0.074018
NCGC00357218-01,0.109885
NCGC00357048-01,0.007921
NCGC00357162-01,0.009624
NCGC00356941-01,0.009146
NCGC00357184-01,0.057583
NCGC00357238-01,0.031946
NCGC00357220-01,0.058812
NCGC00357252-01,0.031633
NCGC00357159-01,0.032924
NCGC00356947-01,0.079378
NCGC00357063-01,0.008946
NCGC00356982-01,0.071928
NCGC00357219-01,0.300215
NCGC00357037-01,0.011519
NCGC00356975-01,0.038464
NCGC00357169-01,0.197550
NCGC00357022-01,0.138990
NCGC00357165-01,0.019429
NCGC00357122-01,0.122337
NCGC00357212-01,0.131360
NCGC00357263-01,0.111843
NCGC00357052-01,0.088952
NCGC00356952-01,0.429716
NCGC00357225-01,0.153188
NCGC00356944-01,0.003218
NCGC00357053-01,0.097832
NCGC00357202-01,0.136774
NCGC00357013-01,0.527853
NCGC00357131-01,0.119776
NCGC00357127-01,0.169542
NCGC00357147-01,0.161679
NCGC00357267-01,0.002133
NCGC00356979-01,0.079565
NCGC00357179-01,0.169368
NCGC00356945-01,0.005189
NCGC00357068-01,0.031522
NCGC00357002-01,0.055781
NCGC00356974-01,0.008294
NCGC00357109-01,0.533931
NCGC00356988-01,0.435861
NCGC00357117-01,0.555585
NCGC00357239-01,0.004675
NCGC00356961-01,0.111918
NCGC00356966-01,0.052044
NCGC00356996-01,0.003014
NCGC00356950-01,0.115916
NCGC00356969-01,0.035436
NCGC00357050-01,0.001403
NCGC00357258-01,0.121554
NCGC00357186-01,0.012792
NCGC00357115-01,0.003842
NCGC00356940-01,0.004091
NCGC00357130-01,0.003168
NCGC00356959-01,0.003761
NCGC00356985-01,0.000888
NCGC00357125-01,0.010787
NCGC00357270-01,0.011579
NCGC00357031-01,0.002232
NCGC00357137-01,0.002880
NCGC00357102-01,0.013401
NCGC00357228-01,0.075475
NCGC00356965-01,0.228513
NCGC00357151-01,0.088210
NCGC00357280-01,0.347160
NCGC00357097-01,0.186794
NCGC00357272-01,0.000966
NCGC00357229-01,0.036717
NCGC00357200-01,0.049456
NCGC00357273-01,0.137343
NCGC00357088-01,0.002512
NCGC00357101-01,0.003859
NCGC00357287-01,0.014761
NCGC00357253-01,0.063733
NCGC00357177-01,0.058949
NCGC00357152-01,0.018297
NCGC00357140-01,0.282454
NCGC00357086-01,0.009293
NCGC00357150-01,0.003184
NCGC00357040-01,0.003033
NCGC00357172-01,0.011174
NCGC00357135-01,0.005900
NCGC00357207-01,0.135487
NCGC00356990-01,0.005275
NCGC00357276-01,0.023868
NCGC00357016-01,0.001766
NCGC00357247-01,0.019730
NCGC00357286-01,0.027288
NCGC00357255-01,0.120446
NCGC00357025-01,0.112489
NCGC00357008-01,0.166645
NCGC00357128-01,0.332534
NCGC00356978-01,0.247181
NCGC00357072-01,0.734386
NCGC00357195-01,0.163284
NCGC00357215-01,0.025400
NCGC00357038-01,0.246589
NCGC00357208-01,0.009068
NCGC00357099-01,0.014983
NCGC00357007-01,0.077533
NCGC00356989-01,0.348498
NCGC00357246-01,0.351475
NCGC00357081-01,0.255027
NCGC00357281-01,0.187528
NCGC00357244-01,0.007978
NCGC00357194-01,0.057191
NCGC00357193-01,0.013554
NCGC00357006-01,0.001464
NCGC00357041-01,0.031779
NCGC00357074-01,0.020357
NCGC00357166-01,0.026307
NCGC00357070-01,0.003312
NCGC00357222-01,0.035819
NCGC00357245-01,0.074739
NCGC00357217-01,0.004253
NCGC00357015-01,0.008996
NCGC00357261-01,0.046341
NCGC00357060-01,0.006751
NCGC00357104-01,0.205201
NCGC00357176-01,0.129690
NCGC00357187-01,0.169240
NCGC00357066-01,0.135285
NCGC00357216-01,0.074560
NCGC00357148-01,0.509723
NCGC00357078-01,0.204651
NCGC00357027-01,0.006920
NCGC00357180-01,0.557624
NCGC00356946-01,0.398926
NCGC00356970-01,0.157985
NCGC00357191-01,0.218477
NCGC00357077-01,0.088694
NCGC00357069-01,0.020037
NCGC00356958-01,0.310592
NCGC00357121-01,0.194415
NCGC00357067-01,0.135524
NCGC00357243-01,0.258683
NCGC00357100-01,0.008546
NCGC00356960-01,0.002268
NCGC00357136-01,0.007089
NCGC00357158-01,0.015562
NCGC00357126-01,0.395504
NCGC00357110-01,0.165783
NCGC00357178-01,0.767021
NCGC00357167-01,0.399913
NCGC00357096-01,0.430063
NCGC00357230-01,0.407500
NCGC00357257-01,0.012371
NCGC00356951-01,0.017229
NCGC00357241-01,0.056709
NCGC00357024-01,0.053839
NCGC00357233-01,0.053839
NCGC00357197-01,0.009877
NCGC00357142-01,0.037563
NCGC00357231-01,0.075445
NCGC00357044-01,0.163299
NCGC00357209-01,0.440654
NCGC00357045-01,0.310105
NCGC00357075-01,0.072844
NCGC00356938-01,0.196540
NCGC00357065-01,0.096139
NCGC00357094-01,0.058476
NCGC00357083-01,0.120191
NCGC00357085-01,0.136954
NCGC00357236-01,0.131700
NCGC00357035-01,0.006995
NCGC00357108-01,0.022028
NCGC00357235-01,0.127020
NCGC00357224-01,0.255153
NCGC00357211-01,0.015118
NCGC00357039-01,0.005936
NCGC00357264-01,0.005557
NCGC00357285-01,0.109142
NCGC00357032-01,0.056744
NCGC00357059-01,0.073277
NCGC00357061-01,0.064172
NCGC00357190-01,0.130811
NCGC00356943-01,0.353983
NCGC00357005-01,0.072395
NCGC00357251-01,0.093711
NCGC00356992-01,0.318077
NCGC00357254-01,0.009207
NCGC00357199-01,0.031089
NCGC00356957-01,0.354864
NCGC00356968-01,0.020529
NCGC00357268-01,0.157848
NCGC00357256-01,0.244279
NCGC00357141-01,0.014224
NCGC00357093-01,0.014674
NCGC00357087-01,0.199328
NCGC00357223-01,0.161060
NCGC00357119-01,0.053730
NCGC00357003-01,0.233854
NCGC00357275-01,0.192237
NCGC00357014-01,0.206401
NCGC00357011-01,0.562159
NCGC00356976-01,0.199990
NCGC00357175-01,0.476887
NCGC00357021-01,0.000443
NCGC00357221-01,0.187861
NCGC00356972-01,0.012029
NCGC00357133-01,0.005198
NCGC00357056-01,0.096429
NCGC00356980-01,0.050834
NCGC00357206-01,0.102291
NCGC00357250-01,0.052504
NCGC00356997-01,0.058087
NCGC00356998-01,0.066728
NCGC00357282-01,0.095214
NCGC00356948-01,0.044357
NCGC00357054-01,0.202779
NCGC00356956-01,0.000623
NCGC00356994-01,0.340923
NCGC00357234-01,0.142235
NCGC00357111-01,0.302716
NCGC00357155-01,0.137651
NCGC00357098-01,0.178236
NCGC00357156-01,0.146069
NCGC00357019-01,0.095862
NCGC00357095-01,0.048538
NCGC00357226-01,0.245186
NCGC00357249-01,0.349410
NCGC00357017-01,0.100052
NCGC00357259-01,0.014794
NCGC00357051-01,0.360717
NCGC00356954-01,0.010317
NCGC00357020-01,0.068947
NCGC00357168-01,0.018536
NCGC00357283-01,0.016524
NCGC00357210-01,0.047836
NCGC00357118-01,0.299172
NCGC00357144-01,0.009809
