Chemical,Label
NCGC00261866-01,0.119235
NCGC00260852-01,0.397481
NCGC00261290-01,0.425993
NCGC00261304-01,0.132240
NCGC00261704-01,0.500000
NCGC00260850-01,0.041342
NCGC00260972-01,0.069278
NCGC00261364-01,0.022287
NCGC00261392-01,0.292632
NCGC00261638-01,0.326016
NCGC00261820-01,0.084563
NCGC00261808-01,0.173998
NCGC00260790-01,0.103423
NCGC00260940-01,0.318120
NCGC00261081-01,0.227683
NCGC00261133-01,0.496326
NCGC00261399-01,0.500000
NCGC00260696-01,0.223339
NCGC00261903-01,0.242512
NCGC00261178-01,0.106432
NCGC00261568-01,0.459167
NCGC00260830-01,0.028603
NCGC00261113-01,0.077320
NCGC00261327-01,0.085016
NCGC00261602-01,0.170402
NCGC00260858-01,0.500000
NCGC00261071-01,0.014137
NCGC00261076-01,0.024256
NCGC00261192-01,0.062795
NCGC00261495-01,0.000216
NCGC00261577-01,0.049849
NCGC00261510-01,0.118812
NCGC00261679-01,0.274941
NCGC00261941-01,0.500000
NCGC00261343-01,0.053413
NCGC00261607-01,0.261459
NCGC00261782-01,0.433328
NCGC00261914-01,0.027175
NCGC00261475-01,0.296561
NCGC00261764-01,0.261410
NCGC00261802-01,0.265006
NCGC00260795-01,0.273991
NCGC00261352-01,0.423003
NCGC00261009-01,0.500000
NCGC00261944-01,0.500000
NCGC00261166-01,0.408194
NCGC00261332-01,0.500000
NCGC00261333-01,0.191256
NCGC00261260-01,0.255391
NCGC00261915-01,0.299764
NCGC00261682-01,0.254504
NCGC00261049-01,0.330543
NCGC00260910-01,0.107751
NCGC00261272-01,0.377408
NCGC00260708-01,0.005272
NCGC00261390-01,0.005711
NCGC00260948-01,0.002085
NCGC00261840-01,0.000491
NCGC00260881-01,0.002173
NCGC00261153-01,0.027728
NCGC00261406-01,0.005527
NCGC00261053-01,0.022861
NCGC00261129-01,0.005983
NCGC00261381-01,0.204909
NCGC00261426-01,0.500000
NCGC00260979-01,0.168674
NCGC00260993-01,0.014007
NCGC00261108-01,0.014459
NCGC00261441-01,0.038126
NCGC00261877-01,0.487641
NCGC00260815-01,0.038540
NCGC00261542-01,0.158948
NCGC00261958-01,0.010594
NCGC00261787-01,0.088405
NCGC00261065-01,0.295078
NCGC00261804-01,0.216612
NCGC00260875-01,0.092852
NCGC00261451-01,0.120386
NCGC00261739-01,0.166070
NCGC00261382-01,0.023237
NCGC00261663-01,0.008985
NCGC00260892-01,0.028188
NCGC00261297-01,0.297248
NCGC00261321-01,0.191781
NCGC00261446-01,0.359428
NCGC00261474-01,0.283764
NCGC00260834-01,0.003194
NCGC00260840-01,0.001446
NCGC00260947-01,0.179249
NCGC00261080-01,0.001216
NCGC00261563-01,0.017172
NCGC00261873-01,0.051857
NCGC00260803-01,0.450872
NCGC00260833-01,0.087103
NCGC00261008-01,0.056120
NCGC00261155-01,0.033093
NCGC00261643-01,0.015988
NCGC00261037-01,0.142076
NCGC00261126-01,0.343907
NCGC00260871-01,0.319991
NCGC00260713-01,0.082540
NCGC00261487-01,0.002267
NCGC00261545-01,0.007083
NCGC00261480-01,0.135177
NCGC00261838-01,0.058214
NCGC00261627-01,0.002280
NCGC00261639-01,0.002191
NCGC00261177-01,0.018084
NCGC00260692-01,0.017590
NCGC00260775-01,0.003220
NCGC00260876-01,0.013059
NCGC00261598-01,0.010117
NCGC00260707-01,0.009081
NCGC00261554-01,0.348172
NCGC00261713-01,0.500000
NCGC00261737-01,0.237186
NCGC00261882-01,0.250236
NCGC00261933-01,0.006553
NCGC00261201-01,0.012485
NCGC00261398-01,0.000874
NCGC00261601-01,0.000125
NCGC00261003-01,0.008027
NCGC00261019-01,0.006731
NCGC00261519-01,0.002527
NCGC00261732-01,0.003066
NCGC00261718-01,0.014659
NCGC00260743-01,0.008345
NCGC00260751-01,0.000427
NCGC00260867-01,0.006212
NCGC00260982-01,0.004385
NCGC00261176-01,0.024273
NCGC00261289-01,0.078251
NCGC00261440-01,0.030723
NCGC00261657-01,0.001294
NCGC00260822-01,0.101727
NCGC00261142-01,0.008737
NCGC00261582-01,0.000321
NCGC00261825-01,0.153165
NCGC00261833-01,0.231742
NCGC00261835-01,0.216411
NCGC00261860-01,0.069528
NCGC00261906-01,0.071958
NCGC00261916-01,0.148033
NCGC00261939-01,0.119131
NCGC00261869-01,0.022407
NCGC00261163-01,0.010173
NCGC00261653-01,0.000945
NCGC00261248-01,0.102530
NCGC00260770-01,0.023445
NCGC00261013-01,0.083393
NCGC00261910-01,0.077993
NCGC00261686-01,0.006636
NCGC00261147-01,0.002635
NCGC00261578-01,0.001552
NCGC00261336-01,0.016968
NCGC00261593-01,0.056600
NCGC00260821-01,0.010004
NCGC00261007-01,0.004606
NCGC00261246-01,0.015867
NCGC00261949-01,0.006726
NCGC00260890-01,0.106944
NCGC00261294-01,0.120028
NCGC00261330-01,0.176123
NCGC00261470-01,0.078703
NCGC00260691-01,0.022509
NCGC00261693-01,0.016378
NCGC00261293-01,0.001452
NCGC00261018-01,0.004571
NCGC00261075-01,0.026980
NCGC00261150-01,0.016684
NCGC00261767-01,0.017699
NCGC00261824-01,0.038745
NCGC00261146-01,0.008463
NCGC00260817-01,0.023478
NCGC00261161-01,0.110693
NCGC00260728-01,0.118544
NCGC00261286-01,0.356278
NCGC00261254-01,0.007305
NCGC00261261-01,0.029468
NCGC00261691-01,0.061128
NCGC00261921-01,0.003882
NCGC00260962-01,0.017147
NCGC00261028-01,0.386915
NCGC00261349-01,0.074097
NCGC00261583-01,0.500000
NCGC00261672-01,0.334814
NCGC00261620-01,0.500000
NCGC00261141-01,0.092755
NCGC00261752-01,0.163206
NCGC00261828-01,0.181482
NCGC00261913-01,0.020578
NCGC00261473-01,0.039522
NCGC00356953-01,0.044091
NCGC00357009-01,0.002025
NCGC00357188-01,0.171825
NCGC00357201-01,0.246004
NCGC00357189-01,0.002457
NCGC00357163-01,0.010707
NCGC00357001-01,0.005617
NCGC00357030-01,0.002296
NCGC00357123-01,0.000407
NCGC00357004-01,0.042684
NCGC00357103-01,0.004837
NCGC00357289-01,0.174755
NCGC00357082-01,0.138950
NCGC00356999-01,0.055278
NCGC00357116-01,0.058404
NCGC00357010-01,0.030685
NCGC00357171-01,0.005442
NCGC00356964-01,0.073560
NCGC00356995-01,0.003227
NCGC00357062-01,0.267783
NCGC00357205-01,0.126914
NCGC00357185-01,0.081685
NCGC00357028-01,0.382338
NCGC00357064-01,0.068629
NCGC00357196-01,0.113741
NCGC00357271-01,0.500000
NCGC00357198-01,0.000226
NCGC00357079-01,0.001437
NCGC00356984-01,0.053676
NCGC00357080-01,0.017143
NCGC00357173-01,0.002642
NCGC00357277-01,0.034505
NCGC00357240-01,0.002811
NCGC00357145-01,0.030315
NCGC00357157-01,0.008853
NCGC00357160-01,0.000860
NCGC00357107-01,0.000597
NCGC00357106-01,0.000542
NCGC00357047-01,0.008124
NCGC00357174-01,0.008609
NCGC00357090-01,0.008108
NCGC00357204-01,0.008345
NCGC00357214-01,0.015998
NCGC00357124-01,0.009182
NCGC00356983-01,0.027603
NCGC00357092-01,0.004281
NCGC00357042-01,0.002593
NCGC00357036-01,0.000706
NCGC00357089-01,0.006805
NCGC00357170-01,0.001760
NCGC00357132-01,0.012656
NCGC00357265-01,0.005995
NCGC00357260-01,0.005943
NCGC00357023-01,0.008253
NCGC00357114-01,0.033698
NCGC00357033-01,0.008631
NCGC00357120-01,0.007486
NCGC00356963-01,0.011074
NCGC00357055-01,0.285968
NCGC00357139-01,0.052500
NCGC00357026-01,0.025041
NCGC00357242-01,0.184482
NCGC00357161-01,0.072372
NCGC00357279-01,0.015530
NCGC00357288-01,0.330928
NCGC00356973-01,0.011797
NCGC00357143-01,0.011678
NCGC00357182-01,0.006268
NCGC00356971-01,0.001068
NCGC00357084-01,0.000553
NCGC00357112-01,0.001972
NCGC00356962-01,0.018853
NCGC00356993-01,0.052582
NCGC00357284-01,0.186579
NCGC00357046-01,0.055922
NCGC00357000-01,0.080629
NCGC00357012-01,0.133418
NCGC00356939-01,0.066901
NCGC00356955-01,0.012492
NCGC00357262-01,0.022772
NCGC00356991-01,0.040128
NCGC00357203-01,0.017043
NCGC00357049-01,0.002057
NCGC00357164-01,0.000984
NCGC00357073-01,0.005692
NCGC00357043-01,0.006076
NCGC00357269-01,0.002687
NCGC00357266-01,0.025026
NCGC00357076-01,0.002654
NCGC00357153-01,0.197252
NCGC00357138-01,0.002838
NCGC00357071-01,0.000560
NCGC00357274-01,0.006561
NCGC00356981-01,0.040863
NCGC00357278-01,0.004836
NCGC00357113-01,0.034529
NCGC00357218-01,0.138313
NCGC00357048-01,0.003625
NCGC00357162-01,0.002682
NCGC00356941-01,0.003918
NCGC00357184-01,0.006055
NCGC00357238-01,0.105700
NCGC00357220-01,0.047515
NCGC00357252-01,0.018463
NCGC00357159-01,0.027128
NCGC00356947-01,0.067422
NCGC00357063-01,0.009680
NCGC00356982-01,0.036798
NCGC00357219-01,0.091614
NCGC00357037-01,0.007079
NCGC00356975-01,0.011838
NCGC00357169-01,0.055213
NCGC00357022-01,0.087010
NCGC00357165-01,0.015300
NCGC00357122-01,0.351995
NCGC00357212-01,0.173784
NCGC00357263-01,0.210381
NCGC00357052-01,0.090664
NCGC00356952-01,0.401666
NCGC00357225-01,0.054180
NCGC00356944-01,0.002600
NCGC00357053-01,0.064312
NCGC00357202-01,0.043253
NCGC00357013-01,0.500000
NCGC00357131-01,0.045829
NCGC00357127-01,0.046230
NCGC00357147-01,0.056193
NCGC00357267-01,0.002068
NCGC00356979-01,0.026987
NCGC00357179-01,0.065767
NCGC00356945-01,0.009253
NCGC00357068-01,0.140167
NCGC00357002-01,0.050585
NCGC00356974-01,0.005772
NCGC00357109-01,0.475995
NCGC00356988-01,0.470288
NCGC00357117-01,0.500000
NCGC00357239-01,0.003469
NCGC00356961-01,0.046046
NCGC00356966-01,0.022863
NCGC00356996-01,0.004041
NCGC00356950-01,0.126855
NCGC00356969-01,0.020768
NCGC00357050-01,0.001298
NCGC00357258-01,0.047439
NCGC00357186-01,0.002865
NCGC00357115-01,0.000776
NCGC00356940-01,0.035373
NCGC00357130-01,0.001706
NCGC00356959-01,0.003202
NCGC00356985-01,0.000357
NCGC00357125-01,0.003148
NCGC00357270-01,0.003240
NCGC00357031-01,0.002382
NCGC00357137-01,0.001854
NCGC00357102-01,0.005431
NCGC00357228-01,0.119556
NCGC00356965-01,0.338496
NCGC00357151-01,0.090313
NCGC00357280-01,0.256853
NCGC00357097-01,0.179242
NCGC00357272-01,0.001768
NCGC00357229-01,0.028367
NCGC00357200-01,0.010559
NCGC00357273-01,0.259439
NCGC00357088-01,0.003684
NCGC00357101-01,0.006588
NCGC00357287-01,0.022362
NCGC00357253-01,0.016942
NCGC00357177-01,0.015202
NCGC00357152-01,0.001557
NCGC00357140-01,0.313186
NCGC00357086-01,0.000604
NCGC00357150-01,0.000888
NCGC00357040-01,0.000704
NCGC00357172-01,0.077896
NCGC00357135-01,0.003877
NCGC00357207-01,0.090488
NCGC00356990-01,0.012379
NCGC00357276-01,0.003842
NCGC00357016-01,0.000345
NCGC00357247-01,0.003444
NCGC00357286-01,0.003566
NCGC00357255-01,0.118912
NCGC00357025-01,0.037862
NCGC00357008-01,0.064063
NCGC00357128-01,0.200393
NCGC00356978-01,0.143524
NCGC00357072-01,0.500000
NCGC00357195-01,0.053928
NCGC00357215-01,0.061902
NCGC00357038-01,0.378028
NCGC00357208-01,0.005387
NCGC00357099-01,0.003882
NCGC00357007-01,0.317323
NCGC00356989-01,0.427891
NCGC00357246-01,0.332670
NCGC00357081-01,0.500000
NCGC00357281-01,0.092541
NCGC00357244-01,0.004400
NCGC00357194-01,0.019983
NCGC00357193-01,0.009722
NCGC00357006-01,0.000143
NCGC00357041-01,0.011143
NCGC00357074-01,0.002924
NCGC00357166-01,0.034501
NCGC00357070-01,0.001585
NCGC00357222-01,0.065050
NCGC00357245-01,0.013113
NCGC00357217-01,0.001036
NCGC00357015-01,0.000403
NCGC00357261-01,0.016921
NCGC00357060-01,0.000543
NCGC00357104-01,0.161974
NCGC00357176-01,0.171709
NCGC00357187-01,0.149540
NCGC00357066-01,0.075924
NCGC00357216-01,0.059186
NCGC00357148-01,0.500000
NCGC00357078-01,0.096463
NCGC00357027-01,0.010248
NCGC00357180-01,0.430493
NCGC00356946-01,0.182992
NCGC00356970-01,0.121814
NCGC00357191-01,0.077955
NCGC00357077-01,0.045507
NCGC00357069-01,0.008213
NCGC00356958-01,0.209497
NCGC00357121-01,0.129375
NCGC00357067-01,0.058718
NCGC00357243-01,0.280482
NCGC00357100-01,0.010445
NCGC00356960-01,0.001329
NCGC00357136-01,0.019789
NCGC00357158-01,0.010750
NCGC00357126-01,0.428183
NCGC00357110-01,0.245218
NCGC00357178-01,0.500000
NCGC00357167-01,0.496896
NCGC00357096-01,0.500000
NCGC00357230-01,0.457054
NCGC00357257-01,0.023421
NCGC00356951-01,0.050058
NCGC00357241-01,0.028828
NCGC00357024-01,0.029407
NCGC00357233-01,0.029407
NCGC00357197-01,0.001200
NCGC00357142-01,0.018134
NCGC00357231-01,0.035211
NCGC00357044-01,0.074992
NCGC00357209-01,0.486301
NCGC00357045-01,0.466094
NCGC00357075-01,0.046394
NCGC00356938-01,0.110464
NCGC00357065-01,0.028012
NCGC00357094-01,0.025956
NCGC00357083-01,0.049724
NCGC00357085-01,0.141735
NCGC00357236-01,0.093992
NCGC00357035-01,0.004083
NCGC00357108-01,0.004809
NCGC00357235-01,0.038760
NCGC00357224-01,0.154417
NCGC00357211-01,0.009716
NCGC00357039-01,0.001396
NCGC00357264-01,0.008419
NCGC00357285-01,0.059034
NCGC00357032-01,0.024052
NCGC00357059-01,0.039269
NCGC00357061-01,0.047988
NCGC00357190-01,0.114223
NCGC00356943-01,0.101605
NCGC00357005-01,0.037261
NCGC00357251-01,0.026283
NCGC00356992-01,0.124697
NCGC00357254-01,0.003827
NCGC00357199-01,0.008857
NCGC00356957-01,0.186517
NCGC00356968-01,0.043284
NCGC00357268-01,0.192841
NCGC00357256-01,0.064533
NCGC00357141-01,0.017916
NCGC00357093-01,0.019962
NCGC00357087-01,0.078092
NCGC00357223-01,0.140424
NCGC00357119-01,0.013656
NCGC00357003-01,0.109156
NCGC00357275-01,0.094657
NCGC00357014-01,0.346152
NCGC00357011-01,0.494910
NCGC00356976-01,0.257577
NCGC00357175-01,0.319909
NCGC00357021-01,0.000305
NCGC00357221-01,0.202153
NCGC00356972-01,0.003130
NCGC00357133-01,0.010084
NCGC00357056-01,0.133993
NCGC00356980-01,0.014360
NCGC00357206-01,0.111714
NCGC00357250-01,0.016804
NCGC00356997-01,0.008802
NCGC00356998-01,0.018864
NCGC00357282-01,0.062009
NCGC00356948-01,0.020348
NCGC00357054-01,0.127841
NCGC00356956-01,0.006187
NCGC00356994-01,0.289713
NCGC00357234-01,0.177415
NCGC00357111-01,0.338805
NCGC00357155-01,0.173038
NCGC00357098-01,0.085889
NCGC00357156-01,0.106681
NCGC00357019-01,0.089842
NCGC00357095-01,0.146151
NCGC00357226-01,0.105940
NCGC00357249-01,0.426004
NCGC00357017-01,0.171269
NCGC00357259-01,0.034440
NCGC00357051-01,0.278791
NCGC00356954-01,0.002060
NCGC00357020-01,0.037790
NCGC00357168-01,0.021431
NCGC00357283-01,0.016883
NCGC00357210-01,0.371721
NCGC00357118-01,0.262232
NCGC00357144-01,0.012578
