Chemical,Label
NCGC00024777-02,0
NCGC00255343-01,0
NCGC00256665-01,0
NCGC00259591-01,0
NCGC00015833-09,0
NCGC00260531-01,0
NCGC00016937-01,0
NCGC00257322-01,0
NCGC00182064-02,0
NCGC00258694-01,0
NCGC00255660-01,0
NCGC00257520-01,0
NCGC00091861-01,0
NCGC00256009-01,0
NCGC00256893-01,0
NCGC00259454-01,0
NCGC00260191-01,0
NCGC00256557-01,0
NCGC00259709-01,0
NCGC00163241-01,0
NCGC00259272-01,1
NCGC00254355-01,0
NCGC00258187-01,0
NCGC00257051-01,0
NCGC00256062-01,0
NCGC00256262-01,0
NCGC00255291-01,0
NCGC00254850-01,0
NCGC00257037-01,0
NCGC00167455-01,0
NCGC00257215-01,0
NCGC00024703-02,0
NCGC00257233-01,0
NCGC00256927-01,0
NCGC00256909-01,0
NCGC00254937-01,0
NCGC00256408-01,1
NCGC00256980-01,0
NCGC00259255-01,0
NCGC00094546-04,0
NCGC00255589-01,0
NCGC00255183-01,0
NCGC00258922-01,0
NCGC00254761-01,0
NCGC00257875-01,0
NCGC00260452-01,1
NCGC00255339-01,0
NCGC00090820-01,0
NCGC00181773-01,0
NCGC00260461-01,0
NCGC00247725-01,0
NCGC00259549-01,0
NCGC00254088-01,0
NCGC00256234-01,0
NCGC00259507-01,0
NCGC00258237-01,1
NCGC00015500-10,0
NCGC00260332-01,0
NCGC00259208-01,0
NCGC00254874-01,0
NCGC00255094-01,0
NCGC00159467-02,0
NCGC00259460-01,0
NCGC00016447-01,0
NCGC00017041-01,0
NCGC00093857-01,1
NCGC00254524-01,1
NCGC00257256-01,0
NCGC00255419-01,0
NCGC00254254-01,0
NCGC00257166-01,0
NCGC00258751-01,0
NCGC00256794-01,0
NCGC00256129-01,0
NCGC00257156-01,0
NCGC00257762-01,0
NCGC00166400-01,0
NCGC00258968-01,0
NCGC00181356-01,0
NCGC00260139-01,1
NCGC00256919-01,0
NCGC00183273-01,0
NCGC00257708-01,0
NCGC00015156-11,0
NCGC00160444-01,0
NCGC00254858-01,0
NCGC00260128-01,0
NCGC00016384-03,0
NCGC00258704-01,0
NCGC00260547-01,0
NCGC00260420-01,0
NCGC00181035-01,0
NCGC00258047-01,0
NCGC00257650-01,0
NCGC00247704-01,0
NCGC00255262-01,0
NCGC00257780-01,0
NCGC00254955-01,0
NCGC00166113-01,0
NCGC00181108-01,0
NCGC00259064-01,0
NCGC00095019-01,0
NCGC00254427-01,0
NCGC00168347-01,0
NCGC00256015-01,0
NCGC00259354-01,1
NCGC00257639-01,1
NCGC00258706-01,0
NCGC00257298-01,1
NCGC00257588-01,0
NCGC00257790-01,0
NCGC00254931-01,0
NCGC00258338-01,0
NCGC00247733-01,0
NCGC00256591-01,1
NCGC00255872-01,0
NCGC00254129-01,0
NCGC00256950-01,0
NCGC00258767-01,0
NCGC00256827-01,0
NCGC00258500-01,0
NCGC00255312-01,0
NCGC00015893-02,0
NCGC00182048-01,0
NCGC00016562-01,0
NCGC00258298-01,0
NCGC00255184-01,0
NCGC00160605-01,0
NCGC00015234-11,0
NCGC00257277-01,0
NCGC00259695-01,0
NCGC00257870-01,0
NCGC00257008-01,0
NCGC00254246-01,0
NCGC00178624-02,0
NCGC00095053-01,0
NCGC00256840-01,0
NCGC00257948-01,0
NCGC00182033-01,0
NCGC00259184-01,0
NCGC00018143-04,0
NCGC00255260-01,0
NCGC00256824-01,0
NCGC00256463-01,0
NCGC00260217-01,0
NCGC00015997-06,0
NCGC00168257-01,1
NCGC00017020-01,0
NCGC00256162-01,0
NCGC00164388-01,0
NCGC00259740-01,0
NCGC00254876-01,0
NCGC00257438-01,1
NCGC00016239-01,0
NCGC00258647-01,0
NCGC00259281-01,0
NCGC00254597-01,0
NCGC00015428-08,0
NCGC00259524-01,0
NCGC00257052-01,0
NCGC00254438-01,0
NCGC00260469-01,0
NCGC00258928-01,0
NCGC00254168-01,0
NCGC00255703-01,0
NCGC00256085-01,0
NCGC00258486-01,1
NCGC00256683-01,0
NCGC00256144-01,0
NCGC00255353-01,0
NCGC00254188-01,0
NCGC00258803-01,0
NCGC00257889-01,0
NCGC00254718-01,0
NCGC00255568-01,0
NCGC00258508-01,0
NCGC00256184-01,0
NCGC00167444-01,0
NCGC00258703-01,0
NCGC00255371-01,0
NCGC00257644-01,0
NCGC00260522-01,0
NCGC00016391-05,1
NCGC00247697-01,0
NCGC00256646-01,0
NCGC00258466-01,0
NCGC00182074-02,0
NCGC00258441-01,0
NCGC00255974-01,0
NCGC00259581-01,0
NCGC00257988-01,0
NCGC00258378-01,0
NCGC00259019-01,0
NCGC00255293-01,0
NCGC00259425-01,0
NCGC00260523-01,0
NCGC00255574-01,0
NCGC00161328-03,0
NCGC00260353-01,0
NCGC00015762-06,0
NCGC00255367-01,0
NCGC00254383-01,0
NCGC00163815-04,0
NCGC00259201-01,1
NCGC00254051-01,0
NCGC00181134-01,0
NCGC00257112-01,0
NCGC00257454-01,1
NCGC00256703-01,0
NCGC00166241-01,0
NCGC00167754-01,0
NCGC00257602-01,0
NCGC00015883-05,0
NCGC00016498-01,0
NCGC00095714-01,0
NCGC00258905-01,1
NCGC00091062-04,1
NCGC00166170-01,0
NCGC00260448-01,1
NCGC00018248-04,0
NCGC00091149-01,0
NCGC00256791-01,0
NCGC00159472-02,0
NCGC00013260-01,1
NCGC00181916-01,0
NCGC00256296-01,0
NCGC00257087-01,0
NCGC00247710-01,0
NCGC00257453-01,0
NCGC00181130-01,0
NCGC00259868-01,0
NCGC00255933-01,0
NCGC00090879-01,1
NCGC00259458-01,0
NCGC00182550-01,0
NCGC00025315-01,0
NCGC00260437-01,0
NCGC00164445-01,0
NCGC00249417-01,0
NCGC00259834-01,0
NCGC00258064-01,0
NCGC00090782-03,0
NCGC00254634-01,0
NCGC00256601-01,0
NCGC00247732-01,0
NCGC00095041-01,0
NCGC00256403-01,0
NCGC00183005-01,1
NCGC00258619-01,0
NCGC00258632-01,1
NCGC00160616-01,0
NCGC00247679-01,0
NCGC00258099-01,0
NCGC00027930-02,0
NCGC00256877-01,0
NCGC00257169-01,0
NCGC00254295-01,0
NCGC00258918-01,0
NCGC00256389-01,0
NCGC00258282-01,0
NCGC00260182-01,0
NCGC00254065-01,0
NCGC00257531-01,0
NCGC00257610-01,0
NCGC00257274-01,0
NCGC00162275-02,0
NCGC00256553-01,0
NCGC00256398-01,0
NCGC00259846-01,0
NCGC00167556-01,0
NCGC00256884-01,0
NCGC00256001-01,0
NCGC00258143-01,0
NCGC00258316-01,0
NCGC00254658-01,0
NCGC00255422-01,0
NCGC00016956-01,0
NCGC00258246-01,1
NCGC00253912-01,0
NCGC00254060-01,0
NCGC00016533-05,0
NCGC00255758-01,0
NCGC00167499-01,0
NCGC00166026-01,0
NCGC00016271-01,0
NCGC00016711-01,0
NCGC00254081-01,0
NCGC00254238-01,0
NCGC00257893-01,1
NCGC00254729-01,0
NCGC00016686-01,0
NCGC00257747-01,0
NCGC00255633-01,0
NCGC00257075-01,1
NCGC00255661-01,0
NCGC00257804-01,0
NCGC00016202-02,0
NCGC00181912-01,0
NCGC00168248-01,0
NCGC00257258-01,0
NCGC00253918-01,0
NCGC00015452-09,0
NCGC00159338-02,0
NCGC00013226-01,0
NCGC00254395-01,1
NCGC00260001-01,0
NCGC00247693-01,0
NCGC00254889-01,0
NCGC00254366-01,0
NCGC00258732-01,0
NCGC00016339-01,0
NCGC00256031-01,1
NCGC00259998-01,0
NCGC00260310-01,0
NCGC00024885-01,0
NCGC00257305-01,0
NCGC00258022-01,0
NCGC00094976-01,0
NCGC00258179-01,0
NCGC00260406-01,0
NCGC00159317-02,0
NCGC00255004-01,0
NCGC00255926-01,0
NCGC00258568-01,0
NCGC00257125-01,0
NCGC00257743-01,0
NCGC00259023-01,0
NCGC00160358-01,0
NCGC00254662-01,0
NCGC00255706-01,0
NCGC00258210-01,0
NCGC00166144-02,0
NCGC00183133-01,0
NCGC00164584-01,0
NCGC00164578-01,0
NCGC00257480-01,0
NCGC00091120-01,0
NCGC00259212-01,0
NCGC00256048-01,0
NCGC00255727-01,0
NCGC00255827-01,1
NCGC00259237-01,1
NCGC00256891-01,0
NCGC00255817-01,0
NCGC00256246-01,0
NCGC00259853-01,1
NCGC00260127-01,0
NCGC00258547-01,1
NCGC00254132-01,1
NCGC00016629-01,0
NCGC00253965-01,1
NCGC00254752-01,0
NCGC00260294-01,0
NCGC00016058-05,0
NCGC00256810-01,0
NCGC00247688-01,0
NCGC00167432-01,0
NCGC00159330-02,0
NCGC00090762-01,0
NCGC00255707-01,0
NCGC00095403-01,0
NCGC00254628-01,0
NCGC00164544-01,1
NCGC00260180-01,0
NCGC00260006-01,0
NCGC00159463-03,0
NCGC00259924-01,0
NCGC00095599-01,0
NCGC00259836-01,0
NCGC00094707-01,0
NCGC00185742-01,0
NCGC00257865-01,0
NCGC00254092-01,0
NCGC00016965-01,0
NCGC00256195-01,0
NCGC00259161-01,0
NCGC00256213-01,0
NCGC00255984-01,0
NCGC00258072-01,0
NCGC00091532-04,0
NCGC00258643-01,0
NCGC00255584-01,0
NCGC00256228-01,0
NCGC00257593-01,0
NCGC00258750-01,0
NCGC00259223-01,0
NCGC00255194-01,0
NCGC00256186-01,0
NCGC00258006-01,0
NCGC00258487-01,0
NCGC00016824-01,0
NCGC00024667-04,0
NCGC00256136-01,0
NCGC00257987-01,0
NCGC00259138-01,0
NCGC00258156-01,0
NCGC00256308-01,0
NCGC00254860-01,0
NCGC00024027-05,1
NCGC00258688-01,0
NCGC00260490-01,0
NCGC00259143-01,0
NCGC00254819-01,0
NCGC00258528-01,1
NCGC00181775-01,1
NCGC00256691-01,0
NCGC00256008-01,0
NCGC00258247-01,1
NCGC00255153-01,0
NCGC00260470-01,0
NCGC00258324-01,0
NCGC00159441-02,0
NCGC00259560-01,0
NCGC00254465-01,0
NCGC00188864-01,0
NCGC00096003-01,0
NCGC00259063-01,0
NCGC00016752-01,0
NCGC00254118-01,0
NCGC00258971-01,0
NCGC00160445-01,0
NCGC00257769-01,1
NCGC00257591-01,0
NCGC00260402-01,0
NCGC00258234-01,0
NCGC00257701-01,0
NCGC00094557-01,0
NCGC00255803-01,0
NCGC00256645-01,0
NCGC00255840-01,0
NCGC00255492-01,0
NCGC00254626-01,1
NCGC00016889-01,0
NCGC00256652-01,0
NCGC00094157-01,0
NCGC00015335-07,0
NCGC00165774-02,0
NCGC00254094-01,1
NCGC00255160-01,0
NCGC00259939-01,0
NCGC00259392-01,1
NCGC00254426-01,0
NCGC00015116-10,0
NCGC00260451-01,0
NCGC00023673-05,0
NCGC00259211-01,0
NCGC00182543-01,0
NCGC00256718-01,0
NCGC00255712-01,0
NCGC00258915-01,0
NCGC00091888-01,0
NCGC00183030-01,0
NCGC00257907-01,0
NCGC00255028-01,0
NCGC00259893-01,0
NCGC00256828-01,0
NCGC00161636-01,0
NCGC00257749-01,0
NCGC00259917-01,0
NCGC00163165-01,0
NCGC00258248-01,0
NCGC00256804-01,0
NCGC00255523-01,0
NCGC00258484-01,1
NCGC00259121-01,0
NCGC00259166-01,0
NCGC00016423-03,0
NCGC00254623-01,0
NCGC00256839-01,0
NCGC00091632-02,1
NCGC00094614-03,0
NCGC00167980-01,0
NCGC00260403-01,0
NCGC00258950-01,1
NCGC00254554-01,0
NCGC00259564-01,0
NCGC00168786-01,1
NCGC00255535-01,0
NCGC00260246-01,0
NCGC00254312-01,0
NCGC00258662-01,1
NCGC00254880-01,0
NCGC00090692-02,0
NCGC00183658-01,0
NCGC00255597-01,0
NCGC00095125-01,0
NCGC00259814-01,0
NCGC00160492-01,0
NCGC00259229-01,0
NCGC00259633-01,0
NCGC00260383-01,0
NCGC00255847-01,0
NCGC00256751-01,0
NCGC00254367-01,0
NCGC00183366-01,0
NCGC00255055-01,1
NCGC00257390-01,0
NCGC00260229-01,0
NCGC00165714-02,0
NCGC00255121-01,0
NCGC00253950-01,0
NCGC00255138-01,0
NCGC00254214-01,1
NCGC00183873-01,0
NCGC00256541-01,0
NCGC00258924-01,0
NCGC00259793-01,0
NCGC00257853-01,1
NCGC00161336-02,0
NCGC00091268-01,0
NCGC00163774-04,0
NCGC00160556-01,0
NCGC00254989-01,0
NCGC00159403-02,0
NCGC00254286-01,0
NCGC00073457-03,0
NCGC00166281-01,1
NCGC00259627-01,0
NCGC00183108-01,0
NCGC00159422-02,0
NCGC00016414-01,0
NCGC00255981-01,0
NCGC00259915-01,0
NCGC00256222-01,0
NCGC00181141-01,0
NCGC00254297-01,0
NCGC00015207-07,0
NCGC00090940-01,0
NCGC00258469-01,0
NCGC00260515-01,0
NCGC00256901-01,0
NCGC00016983-01,0
NCGC00259954-01,0
NCGC00091743-01,0
NCGC00164400-01,0
NCGC00256741-01,0
NCGC00165991-01,0
NCGC00015513-04,0
NCGC00253983-01,0
NCGC00256633-01,0
NCGC00254219-01,0
NCGC00159396-03,0
NCGC00255201-01,0
NCGC00256446-01,0
NCGC00163507-01,0
NCGC00091643-07,1
NCGC00183122-01,0
NCGC00255241-01,0
NCGC00259473-01,0
NCGC00257703-01,0
NCGC00160661-01,0
NCGC00163239-01,0
NCGC00189074-01,0
NCGC00167457-01,0
NCGC00182710-02,0
NCGC00015437-10,0
NCGC00259495-01,1
NCGC00256513-01,0
NCGC00016846-01,0
NCGC00259089-01,0
NCGC00256579-01,0
NCGC00159486-02,0
NCGC00253967-01,1
NCGC00181343-01,0
NCGC00015703-03,0
NCGC00258127-01,0
NCGC00163219-01,0
NCGC00259908-01,1
NCGC00259192-01,0
NCGC00256890-01,0
NCGC00259827-01,0
NCGC00255512-01,0
NCGC00258659-01,0
NCGC00260200-01,0
NCGC00254979-01,0
NCGC00255823-01,0
NCGC00258404-01,0
NCGC00167477-01,0
NCGC00256034-01,0
NCGC00255003-01,0
NCGC00253940-01,0
NCGC00016798-06,0
NCGC00258195-01,1
NCGC00017059-01,0
NCGC00260471-01,0
NCGC00253925-01,1
NCGC00260422-01,1
NCGC00183364-01,0
NCGC00015208-09,0
NCGC00162274-02,0
NCGC00095128-01,0
NCGC00160424-01,0
NCGC00258399-01,0
NCGC00253970-01,0
NCGC00022043-04,0
NCGC00183275-01,0
NCGC00095835-01,0
NCGC00259782-01,0
NCGC00258264-01,1
NCGC00255704-01,0
NCGC00259335-01,0
NCGC00257350-01,0
NCGC00257122-01,0
NCGC00257460-01,0
NCGC00016669-01,0
NCGC00258040-01,1
NCGC00257299-01,0
NCGC00254230-01,0
NCGC00259056-01,0
NCGC00257666-01,0
NCGC00260486-01,0
NCGC00182715-01,0
NCGC00181306-01,0
NCGC00258873-01,0
NCGC00259163-01,0
NCGC00258909-01,1
NCGC00016914-01,0
NCGC00256858-01,0
NCGC00255699-01,0
NCGC00258764-01,0
NCGC00255688-01,1
NCGC00256648-01,0
NCGC00182079-02,0
NCGC00257977-01,0
NCGC00091018-01,0
NCGC00095227-01,1
NCGC00016522-05,0
NCGC00257998-01,0
NCGC00166103-01,0
NCGC00160436-01,0
NCGC00257042-01,0
NCGC00015467-11,0
NCGC00259940-01,0
NCGC00162369-02,0
NCGC00256007-01,0
NCGC00255586-01,0
NCGC00257110-01,0
NCGC00014361-03,0
NCGC00247670-01,0
NCGC00259447-01,0
NCGC00254417-01,0
NCGC00091908-01,0
NCGC00256215-01,0
NCGC00258960-01,0
NCGC00016765-01,0
NCGC00257921-01,0
NCGC00258835-01,1
NCGC00257054-01,0
NCGC00256904-01,0
NCGC00259083-01,0
NCGC00258516-01,0
NCGC00257643-01,0
NCGC00015257-08,0
NCGC00256911-01,0
NCGC00255491-01,0
NCGC00167555-01,0
NCGC00254148-01,0
NCGC00016509-01,0
NCGC00168342-02,1
NCGC00024094-04,1
NCGC00094476-03,1
NCGC00168751-01,0
NCGC00255232-01,0
NCGC00164615-01,0
NCGC00257325-01,0
NCGC00254024-01,0
NCGC00016255-01,0
NCGC00256961-01,0
NCGC00016411-01,0
NCGC00254915-01,0
NCGC00254054-01,0
NCGC00018102-06,0
NCGC00258381-01,0
NCGC00257464-01,1
NCGC00258021-01,0
NCGC00256223-01,0
NCGC00257386-01,0
NCGC00257590-01,0
NCGC00165802-02,0
NCGC00254206-01,0
NCGC00258804-01,0
NCGC00249609-01,0
NCGC00256437-01,0
NCGC00255442-01,0
NCGC00179456-02,0
NCGC00254636-01,1
NCGC00255774-01,0
NCGC00016817-01,0
NCGC00257494-01,1
NCGC00247674-01,0
NCGC00016416-01,0
NCGC00255242-01,0
NCGC00254625-01,0
NCGC00258901-01,0
NCGC00254105-01,0
NCGC00094763-01,0
NCGC00260237-01,0
NCGC00260125-01,1
NCGC00260039-01,0
NCGC00256917-01,0
NCGC00256625-01,1
NCGC00257740-01,0
NCGC00256608-01,1
NCGC00015948-02,0
NCGC00247706-01,0
NCGC00260302-01,0
NCGC00258390-01,0
NCGC00164512-01,0
NCGC00258479-01,0
NCGC00258975-01,0
NCGC00256766-01,0
NCGC00168265-01,1
NCGC00016358-01,0
NCGC00259895-01,0
NCGC00159448-02,0
NCGC00256899-01,0
NCGC00259684-01,0
NCGC00259042-01,0
NCGC00016250-01,0
NCGC00257685-01,0
NCGC00181050-01,0
NCGC00024584-03,0
NCGC00159414-02,0
NCGC00160485-01,1
NCGC00258676-01,0
NCGC00255624-01,0
NCGC00257031-01,1
NCGC00256763-01,0
NCGC00256496-01,0
NCGC00254296-01,0
NCGC00257937-01,0
NCGC00256478-01,0
NCGC00256426-01,0
NCGC00015919-04,0
NCGC00181027-01,0
NCGC00015643-07,0
NCGC00258364-01,0
NCGC00256966-01,0
NCGC00253959-01,0
NCGC00258357-01,1
NCGC00259902-01,0
NCGC00254194-01,0
NCGC00016961-01,1
NCGC00259246-01,0
NCGC00255284-01,0
NCGC00159432-03,0
NCGC00258700-01,0
NCGC00257483-01,0
NCGC00259000-01,0
NCGC00256238-01,0
NCGC00256765-01,0
NCGC00166021-01,0
NCGC00094935-01,0
NCGC00256913-01,0
NCGC00257735-01,0
NCGC00256459-01,0
NCGC00256046-01,0
NCGC00166114-02,0
NCGC00254888-01,0
NCGC00255607-01,0
NCGC00167419-01,0
NCGC00249415-01,0
NCGC00256795-01,0
NCGC00257586-01,1
NCGC00257550-01,0
NCGC00259092-01,1
NCGC00260541-01,0
NCGC00255940-01,0
NCGC00016285-02,0
NCGC00259319-01,0
NCGC00260218-01,0
NCGC00017256-04,1
NCGC00257278-01,0
NCGC00016590-01,0
NCGC00259912-01,0
NCGC00260254-01,0
NCGC00254376-01,0
NCGC00167490-01,1
NCGC00259697-01,0
NCGC00259568-01,0
NCGC00259665-01,0
NCGC00253989-01,0
NCGC00016523-03,0
NCGC00255571-01,0
NCGC00258450-01,0
NCGC00183125-01,1
NCGC00160507-01,0
NCGC00166122-01,0
NCGC00254257-01,1
NCGC00259968-01,0
NCGC00256137-01,0
NCGC00160536-01,0
NCGC00254046-01,0
NCGC00254162-01,0
NCGC00159340-02,0
NCGC00255937-01,1
NCGC00167529-01,0
NCGC00258481-01,0
NCGC00015466-08,0
NCGC00256064-01,0
NCGC00183837-01,0
NCGC00018100-04,0
NCGC00259884-01,0
NCGC00254034-01,0
NCGC00258268-01,0
NCGC00259640-01,1
NCGC00025346-02,0
NCGC00255909-01,0
NCGC00091011-05,0
NCGC00258511-01,0
NCGC00258725-01,0
NCGC00259925-01,1
NCGC00258674-01,0
NCGC00257293-01,0
NCGC00255749-01,0
NCGC00258556-01,1
NCGC00260372-01,0
NCGC00259060-01,0
NCGC00256163-01,0
NCGC00013109-01,0
NCGC00259127-01,0
NCGC00256124-01,0
NCGC00167553-01,0
NCGC00167448-01,0
NCGC00259390-01,1
NCGC00257470-01,0
NCGC00094754-01,0
NCGC00166215-02,0
NCGC00260092-01,0
NCGC00258693-01,0
NCGC00254969-01,0
NCGC00257404-01,0
NCGC00254872-01,0
NCGC00258543-01,0
NCGC00256449-01,0
NCGC00259395-01,1
NCGC00260202-01,0
NCGC00254573-01,0
NCGC00255603-01,0
NCGC00013495-01,0
NCGC00256948-01,0
NCGC00167440-01,0
NCGC00257512-01,0
NCGC00258196-01,0
NCGC00257980-01,0
NCGC00254477-01,0
NCGC00254035-01,0
NCGC00167575-01,1
NCGC00016101-02,0
NCGC00254510-01,1
NCGC00018122-08,0
NCGC00260533-01,0
NCGC00259854-01,0
NCGC00256963-01,0
NCGC00259788-01,0
NCGC00254125-01,0
NCGC00257997-01,0
NCGC00259482-01,0
NCGC00256329-01,0
NCGC00183844-01,0
NCGC00258467-01,0
NCGC00167459-01,0
NCGC00254738-01,0
NCGC00258716-01,0
NCGC00255289-01,1
NCGC00257353-01,0
NCGC00183101-01,0
NCGC00256822-01,0
NCGC00254471-01,1
NCGC00255884-01,0
NCGC00255154-01,0
NCGC00016614-01,0
NCGC00258569-01,0
NCGC00255272-01,0
NCGC00256427-01,0
NCGC00254266-01,0
NCGC00254972-01,0
NCGC00256263-01,0
NCGC00164617-01,0
NCGC00254242-01,0
NCGC00091902-05,0
NCGC00181100-01,0
NCGC00259157-01,0
NCGC00257935-01,0
NCGC00256650-01,0
NCGC00255163-01,0
NCGC00256131-01,0
NCGC00260327-01,0
NCGC00259326-01,0
NCGC00256983-01,0
NCGC00256772-01,0
NCGC00256037-01,0
NCGC00159454-03,0
NCGC00259278-01,0
NCGC00256297-01,0
NCGC00255431-01,0
NCGC00258702-01,1
NCGC00254009-01,0
NCGC00095056-03,0
NCGC00091396-02,0
NCGC00015718-06,1
NCGC00166231-01,0
NCGC00091544-04,0
NCGC00257581-01,0
NCGC00015453-05,0
NCGC00255407-01,0
NCGC00258284-01,0
NCGC00260295-01,0
NCGC00256777-01,0
NCGC00254484-01,0
NCGC00259923-01,0
NCGC00254333-01,0
NCGC00258387-01,0
NCGC00015649-02,1
NCGC00016582-01,0
NCGC00260104-01,0
NCGC00255745-01,0
NCGC00257634-01,0
NCGC00259650-01,0
NCGC00168261-01,1
NCGC00254990-01,0
NCGC00016706-01,1
NCGC00247734-01,0
NCGC00259806-01,0
NCGC00017128-01,0
NCGC00260466-01,0
NCGC00259341-01,0
NCGC00016640-03,0
NCGC00257805-01,1
NCGC00254080-01,0
NCGC00091380-04,1
NCGC00254212-01,0
NCGC00254020-01,0
NCGC00259739-01,0
NCGC00259877-01,0
NCGC00166321-01,0
NCGC00254528-01,0
NCGC00247672-01,1
NCGC00260336-01,0
NCGC00257837-01,0
NCGC00259301-01,0
NCGC00159516-02,0
NCGC00256197-01,1
NCGC00257116-01,0
NCGC00257482-01,0
NCGC00094984-04,0
NCGC00255700-01,0
NCGC00257068-01,0
NCGC00164522-01,1
NCGC00093811-01,0
NCGC00254656-01,0
NCGC00256313-01,0
NCGC00160503-01,0
NCGC00164540-01,0
NCGC00255217-01,0
NCGC00181021-01,0
NCGC00258461-01,0
NCGC00166311-01,0
NCGC00255318-01,0
NCGC00258582-01,0
NCGC00259794-01,0
NCGC00016560-01,0
NCGC00254586-01,0
NCGC00016693-01,0
NCGC00259600-01,0
NCGC00015640-02,0
NCGC00091251-01,1
NCGC00164506-01,0
NCGC00256366-01,1
NCGC00166308-01,0
NCGC00254145-01,0
NCGC00257186-01,1
NCGC00256954-01,0
NCGC00257338-01,0
NCGC00160591-01,0
NCGC00091195-04,0
NCGC00090767-02,0
NCGC00255810-01,0
NCGC00258492-01,0
NCGC00260035-01,1
NCGC00255784-01,0
NCGC00257857-01,0
NCGC00021146-06,0
NCGC00256796-01,0
NCGC00254777-01,0
NCGC00254705-01,0
NCGC00091499-05,0
NCGC00065440-02,0
NCGC00259997-01,0
NCGC00253961-01,0
NCGC00256300-01,0
NCGC00260158-01,0
NCGC00254436-01,0
NCGC00161254-02,0
NCGC00254409-01,0
NCGC00160373-01,1
NCGC00259774-01,0
NCGC00256134-01,0
NCGC00259971-01,0
NCGC00256035-01,0
NCGC00256674-01,0
NCGC00164077-02,1
NCGC00258969-01,0
NCGC00181784-01,0
NCGC00259745-01,1
NCGC00256429-01,0
NCGC00256853-01,0
NCGC00256221-01,0
NCGC00254480-01,1
NCGC00256517-01,0
NCGC00259218-01,0
NCGC00260278-01,0
NCGC00258341-01,0
NCGC00015255-04,0
NCGC00256726-01,0
NCGC00256537-01,0
NCGC00254681-01,0
NCGC00258283-01,0
NCGC00255043-01,0
NCGC00254526-01,0
NCGC00258997-01,0
NCGC00257582-01,0
NCGC00257933-01,0
NCGC00258308-01,0
NCGC00255992-01,0
NCGC00255213-01,0
NCGC00095108-01,0
NCGC00255096-01,0
NCGC00015955-09,0
NCGC00164547-01,1
NCGC00255340-01,1
NCGC00256338-01,0
NCGC00255664-01,0
NCGC00257151-01,0
NCGC00259978-01,0
NCGC00259134-01,0
NCGC00245236-02,0
NCGC00257346-01,0
NCGC00159553-01,0
NCGC00254919-01,0
NCGC00017114-01,0
NCGC00258881-01,0
NCGC00255942-01,0
NCGC00258191-01,0
NCGC00255022-01,0
NCGC00255954-01,0
NCGC00258359-01,0
NCGC00256063-01,0
NCGC00257287-01,1
NCGC00016279-01,0
NCGC00013369-03,1
